media-thumbnail-wrapper href,no-tracks src,media-thumbnail-wrapper,n,business-name href,business-name,categories 2,categories href 2,categories 3,categories href 3,rating href,count,track-visit-website,track-visit-website href,menu,menu href,amenities,amenities-icon href,amenities-icon href 2,amenities-icon href 3,amenities-info,amenities-info 2,amenities-icon href 7,amenities-info 3,amenities-icon href 8,amenities-icon href 9,phones,street-address,locality,price-range,open-status,open-status href,body,action,action href,action href 2,years-in-business src,count 2,label,media-thumbnail-wrapper src
https://www.yellowpages.com/san-jose-ca/mip/sushi-maru-9191617,,,58.0,https://www.yellowpages.com/san-jose-ca/mip/sushi-maru-9191617,Sushi Maru,Sushi Bars,https://www.yellowpages.com/san-jose-ca/sushi-bars,Japanese Restaurants,https://www.yellowpages.com/san-jose-ca/japanese-restaurants,,,,,View Menu,https://www.yellowpages.com/san-jose-ca/mip/sushi-maru-9191617#open-menu,Amenities:,[object Object],[object Object],[object Object],Wheelchair accessible,Serves alcohol,[object Object],Takes reservations,[object Object],[object Object],(408) 998-8170,262 Jackson St,"San Jose, CA 95112",$$,CLOSED NOW,[object Object],,Order Online,http://redirect.singleapi.com/?trackingId=sp-l160419-t1-p17-rON2XG2DJFVWWC4TVFU2A====,[object Object],https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803,23 Years,in Business,https://i3.ypcdn.com/ypu/images/default-thumbnails/thumbnail-3.svg?9cf0803
https://www.yellowpages.com/san-jose-ca/mip/shiki-japanese-restaurant-3996136?lid=3996136#gallery,https://i3.ypcdn.com/blob/c5fbdac69eacf3782a062a166f08e12e08b7e3bf_130x130_crop.jpg?9cf0803,"<img class=""csrp"" alt=""Shiki Japanese Restaurant - Japanese Restaurants"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/c5fbdac69eacf3782a062a166f08e12e08b7e3bf_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">",63.0,https://www.yellowpages.com/san-jose-ca/mip/shiki-japanese-restaurant-3996136,Shiki Japanese Restaurant,Japanese Restaurants,https://www.yellowpages.com/san-jose-ca/japanese-restaurants,Sushi Bars,https://www.yellowpages.com/san-jose-ca/sushi-bars,,,,,,,Amenities:,[object Object],,,Serves alcohol,,[object Object],,,,(408) 225-6454,6229 Santa Teresa Blvd,"San Jose, CA 95119",$,CLOSED NOW,[object Object],,Order Online,http://redirect.singleapi.com/?trackingId=sp-l453554-t1-p17-rONUGS23JFVVGC4DBNZSXGZJNOJSXG5DBOVZGC3TUFU4A====,[object Object],https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803,31 Years,in Business,
https://www.yellowpages.com/san-jose-ca/mip/bella-mia-restaurant-14393498?lid=14393498#gallery,https://i3.ypcdn.com/blob/817081af2ecb9aae44b218ac219943d862ed6fde_130x130_crop.jpg?9cf0803,"<img class=""csrp"" alt=""Bella Mia Restaurant - Mediterranean Restaurants"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/817081af2ecb9aae44b218ac219943d862ed6fde_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">",64.0,https://www.yellowpages.com/san-jose-ca/mip/bella-mia-restaurant-14393498,Bella Mia Restaurant,Mediterranean Restaurants,https://www.yellowpages.com/san-jose-ca/mediterranean-restaurants,Italian Restaurants,https://www.yellowpages.com/san-jose-ca/italian-restaurants,https://www.yellowpages.com/san-jose-ca/mip/bella-mia-restaurant-14393498#yp-rating,(1),,,,,,,,,,,,,,,(408) 280-1993,58 S 1st St,"San Jose, CA 95113",,OPEN NOW,[object Object],"My lawyer, Jeff L, kept telling me about this place so I had to check it out.I was very impressed. Bella Mia is probably one of the biggest restaurants in Downtown San Jose…",,,,,,,
https://www.yellowpages.com/san-jose-ca/mip/dac-phuc-restaurant-2390325?lid=2390325#gallery,https://i3.ypcdn.com/blob/92878201434de8d3a1b4d58e6a33fd49e0dfac2c_130x130_crop.jpg?9cf0803,"<img class=""csrp"" alt=""Dac Phuc Restaurant - Vietnamese Restaurants"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/92878201434de8d3a1b4d58e6a33fd49e0dfac2c_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">",67.0,https://www.yellowpages.com/san-jose-ca/mip/dac-phuc-restaurant-2390325,Dac Phuc Restaurant,Vietnamese Restaurants,https://www.yellowpages.com/san-jose-ca/vietnamese-restaurants,Take Out Restaurants,https://www.yellowpages.com/san-jose-ca/take-out-restaurants,,,,,View Menu,https://www.yellowpages.com/san-jose-ca/mip/dac-phuc-restaurant-2390325#open-menu,Amenities:,[object Object],[object Object],[object Object],Wheelchair accessible,Good for groups,[object Object],Serves alcohol,[object Object],[object Object],(408) 297-5517,198 W Santa Clara St,"San Jose, CA 95113",$,CLOSED NOW,[object Object],,,,,https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803,29 Years,in Business,
https://www.yellowpages.com/san-jose-ca/mip/race-street-seafood-kitchen-2803401,,,72.0,https://www.yellowpages.com/san-jose-ca/mip/race-street-seafood-kitchen-2803401,Race Street Seafood Kitchen,Seafood Restaurants,https://www.yellowpages.com/san-jose-ca/seafood-restaurants,Take Out Restaurants,https://www.yellowpages.com/san-jose-ca/take-out-restaurants,,,,,View Menu,https://www.yellowpages.com/san-jose-ca/mip/race-street-seafood-kitchen-2803401#open-menu,,,,,,,,,,,(408) 287-6280,247 Race St,"San Jose, CA 95126",$,CLOSED NOW,[object Object],,Order Online,http://redirect.singleapi.com/?trackingId=sp-l247670-t1-p17-rOJQWGZJNON2HEZLFOQWXGZLBMZXW6ZBNNNUXIY3IMVXA====,[object Object],https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803,55 Years,in Business,https://i4.ypcdn.com/ypu/images/default-thumbnails/thumbnail-1.svg?9cf0803
https://www.yellowpages.com/san-jose-ca/mip/cafe-stritch-475648200?lid=475648200#gallery,https://i3.ypcdn.com/blob/5c611eb5ae7f6943e2ae2bbe2f5eca05d67523cf_130x130_crop.jpg?9cf0803,"<img class=""csrp"" alt=""Cafe Stritch - American Restaurants"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/5c611eb5ae7f6943e2ae2bbe2f5eca05d67523cf_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">",75.0,https://www.yellowpages.com/san-jose-ca/mip/cafe-stritch-475648200,Cafe Stritch,American Restaurants,https://www.yellowpages.com/san-jose-ca/american-restaurants,Bars,https://www.yellowpages.com/san-jose-ca/bars,,,,,,,Amenities:,[object Object],[object Object],[object Object],Offers outdoor seating,Wheelchair accessible,[object Object],Has Wifi,[object Object],[object Object],(408) 280-6161,374 S 1st St,"San Jose, CA 95113",$$,OPEN NOW,[object Object],"From Business: Casual dining. full bar, and world-class jazz club.Casual dining. full bar, and world-class jazz club.",,,,,,,
https://www.yellowpages.com/san-jose-ca/mip/puerto-azul-restaurant-1160199?lid=1160199#gallery,https://i3.ypcdn.com/blob/271a264ce75874d7ac70f2e8637e0cdae82a8486_130x130_crop.jpg?9cf0803,"<img class=""csrp"" alt=""Puerto Azul Restaurant - Family Style Restaurants"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/271a264ce75874d7ac70f2e8637e0cdae82a8486_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">",78.0,https://www.yellowpages.com/san-jose-ca/mip/puerto-azul-restaurant-1160199,Puerto Azul Restaurant,Family Style Restaurants,https://www.yellowpages.com/san-jose-ca/family-style-restaurants,Caterers,https://www.yellowpages.com/san-jose-ca/caterers,https://www.yellowpages.com/san-jose-ca/mip/puerto-azul-restaurant-1160199#yp-rating,(3),,,View Menu,https://www.yellowpages.com/san-jose-ca/mip/puerto-azul-restaurant-1160199#open-menu,Amenities:,[object Object],[object Object],[object Object],Offers outdoor seating,Wheelchair accessible,[object Object],Serves alcohol,[object Object],[object Object],(408) 297-1300,1072 Lincoln Ave,"San Jose, CA 95125",$$,CLOSED NOW,[object Object],"This is some of the best and most authentic Mexican food I've ever had!""",Order Online,http://redirect.singleapi.com/?trackingId=sp-l514801-t1-p17-rOB2WK4TUN4WWC6TVNQWXEZLTORQXK4TBNZ2C2MQ=,[object Object],https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803,23 Years,in Business,
https://www.yellowpages.com/san-jose-ca/mip/lemon-grass-restaurant-14886941,,,79.0,https://www.yellowpages.com/san-jose-ca/mip/lemon-grass-restaurant-14886941,Lemon Grass Restaurant,Family Style Restaurants,https://www.yellowpages.com/san-jose-ca/family-style-restaurants,,,,,,,View Menu,https://www.yellowpages.com/san-jose-ca/mip/lemon-grass-restaurant-14886941#open-menu,,,,,,,,,,,(408) 288-9771,1143 Story Rd Ste 100,"San Jose, CA 95122",,CLOSED NOW,[object Object],,,,,,,,https://i4.ypcdn.com/ypu/images/default-thumbnails/thumbnail-5.svg?9cf0803
https://www.yellowpages.com/san-jose-ca/mip/milano-restaurant-1477846,,,89.0,https://www.yellowpages.com/san-jose-ca/mip/milano-restaurant-1477846,Milano Restaurant,Family Style Restaurants,https://www.yellowpages.com/san-jose-ca/family-style-restaurants,,,,,,,,,Amenities:,[object Object],[object Object],[object Object],Offers outdoor seating,Wheelchair accessible,[object Object],Good for groups,[object Object],[object Object],(408) 297-0607,394 S 2nd St,"San Jose, CA 95113",$,OPEN NOW,[object Object],,,,,,,,https://i1.ypcdn.com/ypu/images/default-thumbnails/thumbnail-2.svg?9cf0803
https://www.yellowpages.com/san-jose-ca/mip/klondikes-pizza-469455297,,,93.0,https://www.yellowpages.com/san-jose-ca/mip/klondikes-pizza-469455297,Klondikes Pizza,Pizza,https://www.yellowpages.com/san-jose-ca/pizza,American Restaurants,https://www.yellowpages.com/san-jose-ca/american-restaurants,https://www.yellowpages.com/san-jose-ca/mip/klondikes-pizza-469455297#yp-rating,(1),,,,,,,,,,,,,,,(408) 238-6700,2815 S White Rd,"San Jose, CA 95148",,OPEN NOW,[object Object],"The veggie pizzas were ok""",,,,,,,https://i1.ypcdn.com/ypu/images/default-thumbnails/thumbnail-2.svg?9cf0803
https://www.yellowpages.com/san-jose-ca/mip/a-bite-of-wyoming-2611264?lid=2611264#gallery,https://i3.ypcdn.com/blob/e3ec5b47245f8ccb86ba52ca9697027673ab1350_130x130_crop.jpg?9cf0803,"<img class=""csrp"" alt=""A Bite of Wyoming - Coffee Shops"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/e3ec5b47245f8ccb86ba52ca9697027673ab1350_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">",95.0,https://www.yellowpages.com/san-jose-ca/mip/a-bite-of-wyoming-2611264,A Bite of Wyoming,Coffee Shops,https://www.yellowpages.com/san-jose-ca/coffee-shops,American Restaurants,https://www.yellowpages.com/san-jose-ca/american-restaurants,,,,,View Menu,https://www.yellowpages.com/san-jose-ca/mip/a-bite-of-wyoming-2611264#open-menu,Amenities:,[object Object],[object Object],[object Object],Wheelchair accessible,Serves alcohol,[object Object],Takes reservations,[object Object],[object Object],(408) 259-4819,2227 Alum Rock Ave,"San Jose, CA 95116",$,CLOSED NOW,[object Object],,Order Online,http://redirect.singleapi.com/?trackingId=sp-l860487-t1-p17-rMEWWE2LUMUWW6ZRNO54W63LJNZTS2Y3PMZTGKZJNONUG64A=,[object Object],https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803,48 Years,in Business,
https://www.yellowpages.com/san-jose-ca/mip/sgd-tofu-house-467120710?lid=467120710#gallery,https://i3.ypcdn.com/blob/ed23ad01e43cd5d0caf12b4585b9de7ed784409e_130x130_crop.jpg?9cf0803,"<img class=""csrp"" alt=""SGD Tofu House - Korean Restaurants"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/ed23ad01e43cd5d0caf12b4585b9de7ed784409e_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">",104.0,https://www.yellowpages.com/san-jose-ca/mip/sgd-tofu-house-467120710,SGD Tofu House,Korean Restaurants,https://www.yellowpages.com/san-jose-ca/korean-restaurants,Asian Restaurants,https://www.yellowpages.com/san-jose-ca/asian-restaurants,https://www.yellowpages.com/san-jose-ca/mip/sgd-tofu-house-467120710#yp-rating,(2),,,View Menu,https://www.yellowpages.com/san-jose-ca/mip/sgd-tofu-house-467120710#open-menu,,,,,,,,,,,(408) 227-8583,832 Blossom Hill Rd,"San Jose, CA 95123",$$,OPEN NOW,[object Object],"Great service great food fast and delicious""",,,,https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803,13 Years,in Business,
https://www.yellowpages.com/san-jose-ca/mip/shin-japanese-restaurant-3890425?lid=3890425#gallery,https://i3.ypcdn.com/blob/163bfdc82d0560e461670a294b57cd3b8e8584aa_130x130_crop.jpg?9cf0803,"<img class=""csrp"" alt=""Shin Japanese Restaurant - Japanese Restaurants"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/163bfdc82d0560e461670a294b57cd3b8e8584aa_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">",120.0,https://www.yellowpages.com/san-jose-ca/mip/shin-japanese-restaurant-3890425,Shin Japanese Restaurant,Japanese Restaurants,https://www.yellowpages.com/san-jose-ca/japanese-restaurants,Family Style Restaurants,https://www.yellowpages.com/san-jose-ca/family-style-restaurants,https://www.yellowpages.com/san-jose-ca/mip/shin-japanese-restaurant-3890425#yp-rating,(1),,,View Menu,https://www.yellowpages.com/san-jose-ca/mip/shin-japanese-restaurant-3890425#open-menu,,,,,,,,,,,(408) 224-0600,664 Blossom Hill Rd,"San Jose, CA 95123",$$,CLOSED NOW,[object Object],"The food is good and the price more than reasonable at lunch time.  The service is excellent.  Enjoy.""",,,,https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803,39 Years,in Business,
https://www.yellowpages.com/san-jose-ca/mip/hanuman-thai-cuisine-9904675?lid=9904675#gallery,https://i3.ypcdn.com/blob/7aaa928bf901094551abe7324640355833030041_130x130_crop.jpg?9cf0803,"<img class=""csrp"" alt=""Hanuman Thai Cuisine - Thai Restaurants"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/7aaa928bf901094551abe7324640355833030041_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">",121.0,https://www.yellowpages.com/san-jose-ca/mip/hanuman-thai-cuisine-9904675,Hanuman Thai Cuisine,Thai Restaurants,https://www.yellowpages.com/san-jose-ca/thai-restaurants,Asian Restaurants,https://www.yellowpages.com/san-jose-ca/asian-restaurants,https://www.yellowpages.com/san-jose-ca/mip/hanuman-thai-cuisine-9904675#yp-rating,(1),,,,,Amenities:,[object Object],[object Object],[object Object],Has Wifi,Serves alcohol,[object Object],Takes reservations,[object Object],[object Object],(408) 286-2482,1 E San Fernando St,"San Jose, CA 95113",$$,OPEN NOW,[object Object],"love this place.. food is awesome but the service is amazing.! Lee the owner and Leo the manager are some of the kindest and coolest people ever. must go and try displace out.""",,,,https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803,16 Years,in Business,
https://www.yellowpages.com/san-jose-ca/mip/sj-omogari-korean-restaurant-10463869,,,122.0,https://www.yellowpages.com/san-jose-ca/mip/sj-omogari-korean-restaurant-10463869,SJ Omogari Korean Restaurant,Korean Restaurants,https://www.yellowpages.com/san-jose-ca/korean-restaurants,Asian Restaurants,https://www.yellowpages.com/san-jose-ca/asian-restaurants,https://www.yellowpages.com/san-jose-ca/mip/sj-omogari-korean-restaurant-10463869#yp-rating,(1),,,View Menu,https://www.yellowpages.com/san-jose-ca/mip/sj-omogari-korean-restaurant-10463869#open-menu,Amenities:,[object Object],[object Object],[object Object],Wheelchair accessible,Serves alcohol,[object Object],Takes reservations,[object Object],[object Object],(408) 288-8134,154 Jackson St,"San Jose, CA 95112",$$,CLOSED NOW,[object Object],"Best Bibimbop. Love love love it""",Order Online,http://redirect.singleapi.com/?trackingId=sp-l470085-t1-p17-rONVC233NN5TWC4TJFVVW64TFMFXC24TFON2GC5LSMFXHI===,[object Object],https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803,31 Years,in Business,https://i4.ypcdn.com/ypu/images/default-thumbnails/thumbnail-1.svg?9cf0803
