"media-thumbnail-wrapper href","no-tracks src","media-thumbnail-wrapper","n","business-name href","business-name","categories 2","categories href 2","categories 3","categories href 3","rating href","count","track-visit-website","track-visit-website href","menu","menu href","amenities","amenities-icon href","amenities-icon href 2","amenities-icon href 3","amenities-info","amenities-info 2","amenities-icon href 7","amenities-info 3","amenities-icon href 8","amenities-icon href 9","phones","street-address","locality","price-range","open-status","open-status href","body","action","action href","action href 2","years-in-business src","count 2","label","media-thumbnail-wrapper src"
"https://www.yellowpages.com/san-jose-ca/mip/blue-rock-bbq-2313400?lid=2313400#gallery","https://i3.ypcdn.com/blob/8fbdb6ad4f528bd45e2a0f554a71112132a92e5f_130x130_crop.jpg?9cf0803","<img class=""csrp"" alt=""Blue Rock BBQ - Barbecue Restaurants"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/8fbdb6ad4f528bd45e2a0f554a71112132a92e5f_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">","11.","https://www.yellowpages.com/san-jose-ca/mip/blue-rock-bbq-2313400","Blue Rock BBQ","Barbecue Restaurants","https://www.yellowpages.com/san-jose-ca/barbecue-restaurants","Hamburgers & Hot Dogs","https://www.yellowpages.com/san-jose-ca/hamburgers-hot-dogs","https://www.yellowpages.com/san-jose-ca/mip/blue-rock-bbq-2313400#yp-rating","(1)","Website","http://www.bluerockbbq.com/","View Menu","https://www.yellowpages.com/san-jose-ca/mip/blue-rock-bbq-2313400#open-menu","Amenities:","[object Object]","[object Object]","","Wheelchair accessible","Serves alcohol","[object Object]","","[object Object]","","(408) 978-2583","3001 Meridian Ave","San Jose, CA 95124","$$","CLOSED NOW","[object Object]","Me and two of my girlfriends decided to give this place a try. We had the pulled pork sandwiches and mac & cheese. The mac & cheese was absolutely sinfull; Imagine if mac &…","Order Online","http://redirect.singleapi.com/?trackingId=sp-l914013-t1-p17-rMJWHKZJNOJXWG2ZNMJRHC===","[object Object]","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803","16 Years","in Business",""
"https://www.yellowpages.com/san-jose-ca/mip/lb-steak-456871480?lid=456871480#gallery","https://i3.ypcdn.com/blob/047dedff1a55667b6b7d79723f325d2e06826834_130x130_crop.jpg?9cf0803","<img class=""csrp"" alt=""LB Steak - Steak Houses"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/047dedff1a55667b6b7d79723f325d2e06826834_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">","12.","https://www.yellowpages.com/san-jose-ca/mip/lb-steak-456871480","LB Steak","Steak Houses","https://www.yellowpages.com/san-jose-ca/steak-houses","American Restaurants","https://www.yellowpages.com/san-jose-ca/american-restaurants","","","Website","http://www.lbsteak.com/","View Menu","https://www.yellowpages.com/san-jose-ca/mip/lb-steak-456871480#open-menu","Amenities:","[object Object]","[object Object]","[object Object]","Offers outdoor seating","Wheelchair accessible","[object Object]","Good for groups","[object Object]","[object Object]","(408) 244-1180","334 Santana Row Ste 1000","San Jose, CA 95128","$$$","OPEN NOW","[object Object]","From Business: LB Steak, a modern American Steakhouse, is led by culinary titan Roland Passot, James Beard nominee and owner of San Francisco’s renowned La Folie. From our…","","","","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803","18 Years","in Business",""
"https://www.yellowpages.com/san-jose-ca/mip/the-cheesecake-factory-464759340?lid=464759340#gallery","https://i3.ypcdn.com/blob/b6237970adba08eddb09eafa426ddff5efd25cb1_130x130_crop.jpg?9cf0803","<img class=""csrp"" alt=""The Cheesecake Factory - American Restaurants"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/b6237970adba08eddb09eafa426ddff5efd25cb1_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">","13.","https://www.yellowpages.com/san-jose-ca/mip/the-cheesecake-factory-464759340","The Cheesecake Factory","American Restaurants","https://www.yellowpages.com/san-jose-ca/american-restaurants","Take Out Restaurants","https://www.yellowpages.com/san-jose-ca/take-out-restaurants","","","Website","https://www.thecheesecakefactory.com/","View Menu","https://www.yellowpages.com/san-jose-ca/mip/the-cheesecake-factory-464759340#open-menu","Amenities:","[object Object]","[object Object]","[object Object]","Offers outdoor seating","Wheelchair accessible","[object Object]","Good for groups","[object Object]","[object Object]","(408) 225-6948","925 Blossom Hill Rd","San Jose, CA 95123","$$","OPEN NOW","[object Object]","From Business: The Cheesecake Factory offers something for everyone featuring a wide variety of over 200 menu items prepared fresh to order each day, plus over 30 legendary…","","","","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803","9 Years","in Business",""
"https://www.yellowpages.com/san-jose-ca/mip/the-summit-steakhouse-458014902","","","14.","https://www.yellowpages.com/san-jose-ca/mip/the-summit-steakhouse-458014902","The Summit Steakhouse","Steak Houses","https://www.yellowpages.com/san-jose-ca/steak-houses","","","","","Website","https://www.wyndhamhotels.com/wyndham-garden/san-jose-california/wyndham-garden-san-jose-silicon-valley/overview","","","Amenities:","[object Object]","[object Object]","","Wheelchair accessible","Good for groups","[object Object]","","[object Object]","","(408) 972-1961","399 Silicon Valley Blvd","San Jose, CA 95138","$$","OPEN NOW","[object Object]","From Business: Located in San Jose, Calif., Summit Steakhouse Restaurant offers oak-grilled prime ribs, steaks and chicken. It provides domestic and imported beers and frozen…","Order Online","http://redirect.singleapi.com/?trackingId=sp-l417481-t1-p17-rORUGKLLTOVWW22LUFVZXIZLBNNUG65LTMUWTE===","[object Object]","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803","12 Years","in Business","https://i1.ypcdn.com/ypu/images/default-thumbnails/thumbnail-6.svg?9cf0803"
"https://www.yellowpages.com/san-jose-ca/mip/president-restaurant-3112033","","","15.","https://www.yellowpages.com/san-jose-ca/mip/president-restaurant-3112033","President Restaurant","Family Style Restaurants","https://www.yellowpages.com/san-jose-ca/family-style-restaurants","","","","","","","","","","","","","","","","","","","(408) 978-7188","1190 Hillsdale Ave Ste 100","San Jose, CA 95118","","","","","","","","","","","https://i1.ypcdn.com/ypu/images/default-thumbnails/thumbnail-6.svg?9cf0803"
"https://www.yellowpages.com/san-jose-ca/mip/original-joes-fine-italian-foods-7006394?lid=7006394#gallery","https://i3.ypcdn.com/blob/be0fc6918ef914784cb312437bbdad2e7678a2db_130x130_crop.jpg?9cf0803","<img class=""csrp"" alt=""Original Joe's Fine Italian Foods - Italian Restaurants"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/be0fc6918ef914784cb312437bbdad2e7678a2db_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">","16.","https://www.yellowpages.com/san-jose-ca/mip/original-joes-fine-italian-foods-7006394","Original Joe's Fine Italian Foods","Italian Restaurants","https://www.yellowpages.com/san-jose-ca/italian-restaurants","American Restaurants","https://www.yellowpages.com/san-jose-ca/american-restaurants","https://www.yellowpages.com/san-jose-ca/mip/original-joes-fine-italian-foods-7006394#yp-rating","(5)","Website","https://www.sanjoseoriginaljoes.com/?y_source=1_MTQ2MTA4ODctNzY5LWxvY2F0aW9uLndlYnNpdGU%3D","View Menu","https://www.yellowpages.com/san-jose-ca/mip/original-joes-fine-italian-foods-7006394#open-menu","Amenities:","[object Object]","[object Object]","","Wheelchair accessible","Serves alcohol","[object Object]","","[object Object]","","(408) 292-7030","301 S 1st St","San Jose, CA 95113","$$","OPEN NOW","[object Object]","Food is wonderful and service is great. Love that they are open so late. Go go go. Could be a little cheaper but still give them a five star""","","","","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803","59 Years","in Business",""
"https://www.yellowpages.com/san-jose-ca/mip/dia-de-pesca-7902411?lid=7902411#gallery","https://i3.ypcdn.com/blob/3ea66667d7d81837bad934ea0950b2c9aae39356_130x130_crop.jpg?9cf0803","<img class=""csrp"" alt=""Dia De Pesca - Seafood Restaurants"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/3ea66667d7d81837bad934ea0950b2c9aae39356_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">","17.","https://www.yellowpages.com/san-jose-ca/mip/dia-de-pesca-7902411","Dia De Pesca","Seafood Restaurants","https://www.yellowpages.com/san-jose-ca/seafood-restaurants","Mexican Restaurants","https://www.yellowpages.com/san-jose-ca/mexican-restaurants","https://www.yellowpages.com/san-jose-ca/mip/dia-de-pesca-7902411#yp-rating","(1)","Website","http://www.diadepesca.net/","","","Amenities:","[object Object]","[object Object]","[object Object]","Offers outdoor seating","Wheelchair accessible","[object Object]","Has Wifi","[object Object]","[object Object]","(408) 287-3722","55 N Bascom Ave","San Jose, CA 95128","$$","CLOSED NOW","[object Object]","Absolutely wonderful Mexican ""Si Food"" here!  I try to visit whenever I am in the area - do not need ""fine dining"" when a casual, neighborhood place with…","Order Online","http://redirect.singleapi.com/?trackingId=sp-l869003-t1-p17-rMRUWCLLEMUWXAZLTMNQQ====","[object Object]","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803","20 Years","in Business",""
"https://www.yellowpages.com/san-jose-ca/mip/blue-water-seafood-and-crab-472505522?lid=472505522#gallery","https://i3.ypcdn.com/blob/ee825eb13c086e0c404e89560a013fb612496de1_130x130_crop.jpg?9cf0803","<img class=""csrp"" alt=""Blue Water Seafood and Crab - Seafood Restaurants"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/ee825eb13c086e0c404e89560a013fb612496de1_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">","18.","https://www.yellowpages.com/san-jose-ca/mip/blue-water-seafood-and-crab-472505522","Blue Water Seafood and Crab","Seafood Restaurants","https://www.yellowpages.com/san-jose-ca/seafood-restaurants","Bars","https://www.yellowpages.com/san-jose-ca/bars","https://www.yellowpages.com/san-jose-ca/mip/blue-water-seafood-and-crab-472505522#yp-rating","(1)","Website","http://www.bluewaterseafoodandcrab.com/","View Menu","https://www.yellowpages.com/san-jose-ca/mip/blue-water-seafood-and-crab-472505522#open-menu","Amenities:","[object Object]","[object Object]","[object Object]","Offers outdoor seating","Wheelchair accessible","[object Object]","Has Wifi","[object Object]","[object Object]","(408) 289-8879","860 Willow St, Ste 100","San Jose, CA 95125","$$","OPEN NOW","[object Object]","We discovered Blue Water Seafood in Willow Glen tonight. Great service and excellent fish and chips. We usually drive to Half Moon Bay for fish and chips - no more!  Very…","","","","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803","12 Years","in Business",""
"https://www.yellowpages.com/san-jose-ca/mip/outback-steakhouse-470320345?lid=470320345#gallery","https://i3.ypcdn.com/blob/feef7a8e2e7945648fc364d294181c2a94fe4f0a_130x130_crop.jpg?9cf0803","<img class=""csrp"" alt=""Outback Steakhouse - Steak Houses"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/feef7a8e2e7945648fc364d294181c2a94fe4f0a_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">","19.","https://www.yellowpages.com/san-jose-ca/mip/outback-steakhouse-470320345","Outback Steakhouse","Steak Houses","https://www.yellowpages.com/san-jose-ca/steak-houses","American Restaurants","https://www.yellowpages.com/san-jose-ca/american-restaurants","https://www.yellowpages.com/san-jose-ca/mip/outback-steakhouse-470320345#yp-rating","(2)","Website","http://www.outback.com/locations/ca/almaden","View Menu","https://www.yellowpages.com/san-jose-ca/mip/outback-steakhouse-470320345#open-menu","Amenities:","[object Object]","[object Object]","[object Object]","Offers outdoor seating","Wheelchair accessible","[object Object]","Good for groups","[object Object]","[object Object]","(408) 226-4922","632 Blossom Hill Rd","San Jose, CA 95123","$$","OPEN NOW","[object Object]","Service is normally decent, food is very good and plentiful.""","","","","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803","9 Years","in Business",""
"https://www.yellowpages.com/san-jose-ca/mip/the-original-pancake-house-3707311?lid=3707311#gallery","https://i3.ypcdn.com/blob/f4ab5742e0f7117642878c4922b3605bc7ffacd2_130x130_crop.jpg?9cf0803","<img class=""csrp"" alt=""The Original Pancake House - Breakfast, Brunch &amp; Lunch Restaurants"" asset_type=""blob_api"" src=""https://i3.ypcdn.com/blob/f4ab5742e0f7117642878c4922b3605bc7ffacd2_130x130_crop.jpg?9cf0803
"" width=""130"" height=""130"">","20.","https://www.yellowpages.com/san-jose-ca/mip/the-original-pancake-house-3707311","The Original Pancake House","Breakfast, Brunch & Lunch Restaurants","https://www.yellowpages.com/san-jose-ca/breakfast-brunch-lunch-restaurants","American Restaurants","https://www.yellowpages.com/san-jose-ca/american-restaurants","","","Website","http://www.originalpancakehouse.com/","","","Amenities:","[object Object]","[object Object]","[object Object]","Offers outdoor seating","Wheelchair accessible","[object Object]","Good for groups","[object Object]","[object Object]","(408) 255-7373","1366 S De Anza Blvd","San Jose, CA 95129","$$","CLOSED NOW","[object Object]","From Business: The Original Pancake House is a chain of family-owned restaurants. The chain has approximately 100 franchise locations. Its restaurants signature dishes include…","","","","https://i3.ypcdn.com/ypu/images/icons/biz-info/in-business.svg?9cf0803","39 Years","in Business",""
